"month_year","user_id","retweet_user_id","value"
2021-06-30,"1559163650","1556496817",2
2021-06-30,"153459179","161438782",1
2021-06-30,"1559163650","162181568",1
2021-06-30,"1090344907548647425","1559163650",1
2021-06-30,"1090344907548647425","180536299",1
2021-06-30,"1316902423","162181568",7
2021-06-30,"1316902423","199939113",2
2021-06-30,"1723102656","161438782",1
2021-06-30,"1090344907548647425","206747178",3
2021-06-30,"1316902423","1723102656",1
2021-06-30,"1316902423","3092373641",1
2021-06-30,"1090344907548647425","3092373641",1
2021-06-30,"1548769874","1548769874",2
2021-06-30,"1316902423","884268256877531136",7
2021-06-30,"1316902423","130535563",1
2021-06-30,"1316902423","40741753",2
2021-06-30,"1615564993","164335332",2
2021-06-30,"1559163650","282201112",1
2021-06-30,"1615564993","131394303",2
2021-06-30,"1090344907548647425","267784293",4
2021-06-30,"1090344907548647425","282201112",1
2021-06-30,"4529320173","155639783",2
2021-06-30,"1316902423","161438782",2
2021-06-30,"1316902423","206747178",2
2021-06-30,"1559163650","164335332",2
2021-06-30,"1556496817","1559163650",3
2021-06-30,"117922441","161438782",4
2021-06-30,"1090344907548647425","162181568",1
2021-06-30,"704175163","201825904",3
2021-06-30,"117922441","37105151",4
2021-06-30,"1615564993","199939113",2
2021-06-30,"1615564993","43814969",2
2021-06-30,"1090344907548647425","486961348",1
2021-06-30,"1548769874","301492316",1
2021-06-30,"960905217427599362","117185027",1
2021-06-30,"8952422","38078904",3
2021-06-30,"1048981442","961274156",2
2021-06-30,"8952422","519497576",1
2021-06-30,"705158078","208668981",1
2021-06-30,"705158078","40741753",3
2021-06-30,"705158078","62584305",1
2021-06-30,"2695665061","961274156",1
2021-06-30,"705158078","118784071",1
2021-06-30,"1048981442","161438782",2
2021-06-30,"2695665061","161438782",4
2021-06-30,"2578850396","259717758",2
2021-06-30,"262857572","213156391",2
2021-06-30,"597004473","587699611",1
2021-06-30,"705158078","43814969",1
2021-06-30,"2695665061","164335332",1
2021-06-30,"8952422","594099941",6
2021-06-30,"2695665061","1723102656",1
2021-06-30,"262857572","3237099209",2
2021-06-30,"2695665061","43814969",3
2021-06-30,"8952422","253636753",2
2021-06-30,"126291236","404247722",1
2021-06-30,"8952422","1598951042",6
2021-06-30,"262857572","262857572",1
2021-06-30,"705158078","161438782",1
2021-06-30,"1048981442","1723102656",2
2021-06-30,"2695665061","199939113",2
2021-06-30,"705158078","961274156",1
2021-06-30,"262857572","167751026",2
2021-06-30,"262857572","867022208555732994",2
2021-06-30,"62584305","1723102656",1
2021-06-30,"126291236","154184640",5
2021-06-30,"1048981442","206747178",2
2021-06-30,"62584305","164335332",1
2021-06-30,"705158078","867022208555732994",1
2021-06-30,"62584305","231239794",1
2021-06-30,"2695665061","162181568",1
2021-06-30,"960905217427599362","267960594",1
2021-06-30,"8952422","148612768",4
2021-06-30,"62584305","161438782",5
2021-06-30,"4851031895","4851031895",3
2021-06-30,"278320295","1864835456",4
2021-06-30,"161438782","1723102656",2
2021-06-30,"998938602699743235","180536299",1
2021-06-30,"43814969","117922441",1
2021-06-30,"1154800460911579136","267960594",1
2021-06-30,"1150985175582609408","161438782",2
2021-06-30,"594099941","267960594",1
2021-06-30,"594099941","8952422",3
2021-06-30,"1150985175582609408","597004473",1
2021-06-30,"998938602699743235","486961348",5
2021-06-30,"1196629821515862016","117185027",3
2021-06-30,"1196629821515862016","267960594",1
2021-06-30,"150684554","162181568",3
2021-06-30,"278320295","43814969",1
2021-06-30,"841757182257463296","1723102656",2
2021-06-30,"594099941","162465278",1
2021-06-30,"594099941","1598951042",1
2021-06-30,"594099941","879871299904000002",1
2021-06-30,"1196629821515862016","1109463268467376128",1
2021-06-30,"1150985175582609408","267784293",5
2021-06-30,"161438782","62584305",2
2021-06-30,"484627957","2798077200",2
2021-06-30,"1150985175582609408","180536299",2
2021-06-30,"594099941","148612768",2
2021-06-30,"1150985175582609408","206747178",1
2021-06-30,"161438782","162181568",1
2021-06-30,"161438782","486961348",3
2021-06-30,"150684554","130535563",3
2021-06-30,"150684554","161438782",4
2021-06-30,"4851031895","1681990982",1
2021-06-30,"404247722","380741459",2
2021-06-30,"961274156","161438782",1
2021-06-30,"937301562","1242641029737656321",1
2021-06-30,"961274156","164335332",1
2021-06-30,"961274156","841757182257463296",1
2021-06-30,"890281511630626817","961274156",2
2021-06-30,"466887457","1550784409",4
2021-06-30,"937301562","259717758",3
2021-06-30,"43814969","52439980",2
2021-06-30,"199939113","231239794",3
2021-06-30,"466887457","267960594",1
2021-06-30,"199939113","883754195010158593",2
2021-06-30,"404247722","267784293",1
2021-06-30,"199939113","884268256877531136",1
2021-06-30,"174286642","155639783",4
2021-06-30,"404247722","126291236",2
2021-06-30,"199939113","161438782",2
2021-06-30,"374115730","374115730",1
2021-06-30,"884268256877531136","199939113",1
2021-06-30,"2387764495","1598951042",1
2021-06-30,"884268256877531136","884268256877531136",1
2021-06-30,"174286642","714837787590176768",1
2021-06-30,"199939113","717048187274575874",1
2021-06-30,"404247722","201825904",3
2021-06-30,"43814969","43814969",2
2021-06-30,"404247722","3365136485",2
2021-06-30,"199939113","40741753",1
2021-06-30,"174286642","38078904",1
2021-06-30,"900818832125820929","117185027",2
2021-06-30,"884268256877531136","161438782",2
2021-06-30,"43814969","1723102656",1
2021-06-30,"174286642","2387764495",2
2021-06-30,"43814969","278320295",2
2021-06-30,"43814969","961274156",1
2021-07-31,"3365136485","180536299",1
2021-07-31,"3365136485","201825904",1
2021-07-31,"3365136485","33324953",1
2021-07-31,"155740660","148612768",1
2021-07-31,"52439980","52439980",7
2021-07-31,"52439980","867022208555732994",1
2021-07-31,"380741459","126291236",1
2021-07-31,"380741459","161438782",2
2021-07-31,"380741459","1864835456",1
2021-07-31,"380741459","201825904",1
2021-07-31,"380741459","352658764",1
2021-07-31,"380741459","380741459",2
2021-07-31,"380741459","404247722",1
2021-07-31,"267784293","267784293",17
2021-07-31,"267784293","2798077200",1
2021-07-31,"267784293","33324953",1
2021-07-31,"267784293","484627957",1
2021-07-31,"267784293","587699611",1
2021-07-31,"267784293","867022208555732994",1
2021-07-31,"703482990","144598281",4
2021-07-31,"703482990","1559163650",1
2021-07-31,"703482990","1723102656",1
2021-07-31,"703482990","34335037",1
2021-07-31,"703482990","486961348",3
2021-07-31,"703482990","62584305",1
2021-07-31,"703482990","867022208555732994",1
2021-07-31,"703482990","998938602699743235",1
2021-07-31,"1222402614","130535563",14
2021-07-31,"1222402614","150441535",4
2021-07-31,"1222402614","154184640",1
2021-07-31,"1222402614","161438782",4
2021-07-31,"1222402614","1615564993",1
2021-07-31,"1222402614","162181568",3
2021-07-31,"1222402614","164335332",2
2021-07-31,"1222402614","1723102656",1
2021-07-31,"1222402614","3092373641",1
2021-07-31,"1222402614","37105151",1
2021-07-31,"1222402614","380741459",2
2021-07-31,"1222402614","52439980",1
2021-07-31,"1222402614","717048187274575874",1
2021-07-31,"1222402614","937301562",2
2021-07-31,"597004473","3092373641",1
2021-07-31,"1316902423","1723102656",1
2021-07-31,"1316902423","1864835456",2
2021-07-31,"1316902423","199939113",1
2021-07-31,"1316902423","259717758",3
2021-07-31,"1316902423","380741459",1
2021-07-31,"1316902423","43814969",1
2021-07-31,"1316902423","52439980",1
2021-07-31,"1316902423","884268256877531136",2
2021-07-31,"472996218","130535563",1
2021-07-31,"472996218","161438782",1
2021-07-31,"472996218","162181568",1
2021-07-31,"1090344907548647425","2415876295",1
2021-07-31,"1090344907548647425","247047815",1
2021-07-31,"1090344907548647425","267784293",1
2021-07-31,"1090344907548647425","33324953",2
2021-07-31,"1090344907548647425","486961348",1
2021-07-31,"3443469203","131394303",1
2021-07-31,"3443469203","161438782",1
2021-07-31,"3443469203","162181568",1
2021-07-31,"712343447865311232","1149500866581409792",1
2021-07-31,"712343447865311232","154184640",1
2021-07-31,"712343447865311232","3092373641",4
2021-07-31,"484627957","282201112",1
2021-07-31,"259717758","201825904",1
2021-07-31,"259717758","259717758",3
2021-07-31,"259717758","704175163",1
2021-07-31,"867552119389401088","974700736775847937",1
2021-07-31,"1380077610","117185027",18
2021-07-31,"1380077610","155639783",2
2021-07-31,"1380077610","549562216",1
2021-07-31,"79533471","1222402614",1
2021-07-31,"79533471","161438782",2
2021-07-31,"79533471","1864835456",1
2021-07-31,"79533471","961274156",1
2021-07-31,"1864835456","1723102656",1
2021-07-31,"1864835456","1864835456",27
2021-07-31,"1864835456","199939113",1
2021-07-31,"1864835456","2695665061",2
2021-07-31,"1864835456","33324953",1
2021-07-31,"1864835456","43814969",3
2021-07-31,"1864835456","52439980",5
2021-07-31,"287194322","1069556234",2
2021-07-31,"287194322","155639783",1
2021-07-31,"287194322","1598951042",1
2021-07-31,"287194322","182925466",1
2021-07-31,"287194322","2333002839",2
2021-07-31,"287194322","253636753",2
2021-07-31,"287194322","2830998061",2
2021-07-31,"287194322","301492316",2
2021-07-31,"287194322","4529320173",2
2021-07-31,"287194322","519497576",5
2021-07-31,"287194322","714837787590176768",1
2021-07-31,"704175163","154184640",3
2021-07-31,"704175163","201825904",2
2021-07-31,"704175163","259717758",1
2021-07-31,"704175163","33324953",1
2021-07-31,"704175163","404247722",1
2021-07-31,"704175163","937301562",1
2021-07-31,"1142881950874722306","380741459",1
2021-07-31,"1142881950874722306","937301562",1
2021-07-31,"1048102104","1006431284",1
2021-07-31,"1048102104","155639783",1
2021-07-31,"1048102104","267960594",4
2021-07-31,"1048102104","38078904",1
2021-07-31,"1048102104","4529320173",1
2021-07-31,"282201112","154184640",1
2021-07-31,"282201112","486961348",1
2021-07-31,"486961348","144598281",1
2021-07-31,"486961348","161438782",1
2021-07-31,"486961348","199939113",1
2021-07-31,"486961348","2730118150",1
2021-07-31,"486961348","50445713",1
2021-07-31,"486961348","867022208555732994",1
2021-07-31,"2883216219","486961348",2
2021-07-31,"50445713","144598281",1
2021-07-31,"50445713","33324953",1
2021-07-31,"50445713","50445713",2
2021-07-31,"998938602699743235","3092373641",2
2021-07-31,"998938602699743235","52439980",1
2021-07-31,"90401187","163162392",1
2021-07-31,"90401187","267960594",2
2021-07-31,"90401187","466887457",1
2021-07-31,"90401187","519497576",1
2021-07-31,"587699611","131394303",1
2021-07-31,"587699611","1723102656",1
2021-07-31,"587699611","1864835456",1
2021-07-31,"587699611","267784293",1
2021-07-31,"587699611","2730118150",1
2021-07-31,"587699611","3092373641",1
2021-07-31,"587699611","33324953",2
2021-07-31,"587699611","484627957",2
2021-07-31,"587699611","52439980",1
2021-07-31,"587699611","587699611",5
2021-07-31,"587699611","712343447865311232",1
2021-07-31,"587699611","867022208555732994",1
2021-07-31,"845696348","2695665061",1
2021-07-31,"845696348","347929817",1
2021-07-31,"845696348","717048187274575874",3
2021-07-31,"247047815","144598281",1
2021-07-31,"247047815","162181568",1
2021-07-31,"247047815","231239794",1
2021-07-31,"247047815","247047815",1
2021-07-31,"247047815","3092373641",1
2021-07-31,"247047815","33324953",2
2021-07-31,"247047815","486961348",4
2021-07-31,"594099941","8952422",1
2021-07-31,"900818832125820929","117185027",2
2021-07-31,"62584305","1222402614",1
2021-07-31,"352658764","126291236",1
2021-07-31,"352658764","201825904",2
2021-07-31,"352658764","404247722",1
2021-07-31,"201825904","126291236",1
2021-07-31,"201825904","259717758",1
2021-07-31,"2695665061","1864835456",1
2021-07-31,"2695665061","43814969",1
2021-07-31,"182925466","182925466",3
2021-07-31,"913089361599754240","182925466",1
2021-07-31,"105976753","130535563",5
2021-07-31,"180392548","161438782",1
2021-07-31,"164335332","161438782",1
2021-07-31,"164335332","164335332",1
2021-07-31,"164335332","1723102656",1
2021-07-31,"164335332","52439980",4
2021-07-31,"164335332","703482990",2
2021-07-31,"164335332","717048187274575874",1
2021-07-31,"164335332","937301562",1
2021-07-31,"188159659","267960594",2
2021-07-31,"201888748","130535563",1
2021-07-31,"201888748","1723102656",1
2021-07-31,"201888748","199939113",2
2021-07-31,"201888748","231239794",1
2021-07-31,"201888748","43814969",1
2021-07-31,"201888748","717048187274575874",1
2021-07-31,"1556496817","1559163650",1
2021-07-31,"1556496817","486961348",1
2021-07-31,"884268256877531136","1316902423",1
2021-07-31,"884268256877531136","150441535",1
2021-07-31,"884268256877531136","884268256877531136",1
2021-07-31,"39276894","267784293",1
2021-07-31,"39276894","2798077200",1
2021-07-31,"117922441","150684554",1
2021-07-31,"117922441","161438782",3
2021-07-31,"117922441","162181568",1
2021-07-31,"117922441","199939113",1
2021-07-31,"117922441","37105151",6
2021-07-31,"155639783","117185027",1
2021-07-31,"155639783","1196629821515862016",1
2021-07-31,"155639783","8952422",1
2021-07-31,"2795307903","155639783",1
2021-07-31,"2795307903","466887457",1
2021-07-31,"1196629821515862016","117185027",1
2021-07-31,"1196629821515862016","155639783",1
2021-07-31,"43814969","154184640",1
2021-07-31,"43814969","161438782",1
2021-07-31,"43814969","1723102656",1
2021-07-31,"43814969","1864835456",2
2021-07-31,"43814969","199939113",3
2021-07-31,"43814969","278320295",1
2021-07-31,"43814969","33324953",1
2021-07-31,"43814969","380741459",1
2021-07-31,"43814969","43814969",6
2021-07-31,"43814969","52439980",1
2021-07-31,"150684554","130535563",1
2021-07-31,"150684554","161438782",4
2021-07-31,"150684554","1723102656",1
2021-07-31,"38078904","38078904",14
2021-07-31,"267960594","182925466",6
2021-07-31,"267960594","2387764495",1
2021-07-31,"267960594","38078904",1
2021-07-31,"162465278","2387764495",1
2021-07-31,"1559163650","1556496817",1
2021-07-31,"1559163650","486961348",1
2021-07-31,"231239794","150441535",1
2021-07-31,"231239794","845696348",1
2021-07-31,"404247722","126291236",2
2021-07-31,"404247722","201825904",4
2021-07-31,"404247722","2456562907",1
2021-07-31,"404247722","3365136485",1
2021-07-31,"404247722","380741459",4
2021-07-31,"148612768","155639783",1
2021-07-31,"148612768","1598951042",1
2021-07-31,"148612768","3290757334",1
2021-07-31,"148612768","335969426",1
2021-07-31,"148612768","38078904",1
2021-07-31,"148612768","879871299904000002",1
2021-07-31,"148612768","8952422",1
2021-07-31,"131394303","867022208555732994",1
2021-07-31,"301492316","301492316",1
2021-07-31,"34335037","1559163650",3
2021-07-31,"34335037","164335332",1
2021-07-31,"1351611218","161438782",2
2021-07-31,"1351611218","162181568",1
2021-07-31,"1351611218","1723102656",1
2021-07-31,"1351611218","180392548",1
2021-07-31,"1351611218","267784293",1
2021-07-31,"1351611218","3443469203",1
2021-07-31,"1351611218","40741753",1
2021-07-31,"1351611218","43814969",2
2021-07-31,"126291236","154184640",1
2021-07-31,"126291236","199939113",1
2021-07-31,"126291236","404247722",6
2021-07-31,"126291236","43814969",1
2021-07-31,"262857572","262857572",1
2021-07-31,"961274156","2798077200",1
2021-07-31,"961274156","3443469203",1
2021-07-31,"150441535","1222402614",1
2021-07-31,"150441535","130535563",7
2021-07-31,"150441535","161438782",2
2021-07-31,"150441535","201825904",1
2021-07-31,"150441535","231239794",1
2021-07-31,"150441535","259717758",1
2021-07-31,"150441535","2730118150",1
2021-07-31,"150441535","37105151",1
2021-07-31,"150441535","961274156",1
2021-07-31,"278320295","126291236",1
2021-07-31,"1153087813405106176","117185027",1
2021-07-31,"220445205","220445205",1
2021-07-31,"1150985175582609408","1150985175582609408",1
2021-07-31,"1150985175582609408","144598281",2
2021-07-31,"1150985175582609408","282201112",1
2021-07-31,"1150985175582609408","33324953",1
2021-07-31,"8952422","1069556234",1
2021-07-31,"8952422","148612768",4
2021-07-31,"8952422","1598951042",1
2021-07-31,"8952422","162465278",1
2021-07-31,"8952422","198883031",1
2021-07-31,"8952422","2387764495",1
2021-07-31,"8952422","253636753",2
2021-07-31,"8952422","3290757334",1
2021-07-31,"8952422","38078904",1
2021-07-31,"8952422","466887457",1
2021-07-31,"8952422","594099941",3
2021-07-31,"8952422","716750606334103552",1
2021-07-31,"8952422","879871299904000002",1
2021-07-31,"997495791924195328","155639783",1
2021-07-31,"997495791924195328","267960594",1
2021-07-31,"1109463268467376128","117185027",3
2021-07-31,"2798077200","267784293",2
2021-07-31,"2798077200","2798077200",1
2021-07-31,"2798077200","39276894",1
2021-07-31,"2798077200","486961348",3
2021-07-31,"130535563","1222402614",1
2021-07-31,"130535563","1723102656",1
2021-07-31,"42848066","182925466",2
2021-07-31,"841757182257463296","144598281",1
2021-07-31,"841757182257463296","180392548",1
2021-07-31,"841757182257463296","231239794",1
2021-07-31,"841757182257463296","961274156",1
2021-07-31,"33324953","247047815",1
2021-07-31,"33324953","267784293",1
2021-07-31,"33324953","33324953",2
2021-07-31,"33324953","43814969",1
2021-07-31,"33324953","486961348",2
2021-07-31,"33324953","587699611",1
2021-07-31,"3290757334","1109463268467376128",1
2021-07-31,"3290757334","155639783",1
2021-07-31,"3290757334","182925466",2
2021-07-31,"276092562","867552119389401088",2
2021-07-31,"1615564993","130535563",1
2021-07-31,"1615564993","1864835456",1
2021-07-31,"1615564993","259717758",1
2021-07-31,"144598281","1222402614",1
2021-07-31,"144598281","154184640",1
2021-07-31,"144598281","164335332",1
2021-07-31,"144598281","247047815",1
2021-07-31,"144598281","267784293",1
2021-07-31,"144598281","2798077200",1
2021-07-31,"144598281","3092373641",5
2021-07-31,"144598281","33324953",3
2021-07-31,"144598281","380741459",1
2021-07-31,"144598281","484627957",1
2021-07-31,"144598281","486961348",2
2021-07-31,"144598281","50445713",2
2021-07-31,"144598281","587699611",1
2021-07-31,"144598281","712343447865311232",3
2021-07-31,"144598281","867022208555732994",2
2021-07-31,"144598281","998938602699743235",1
2021-07-31,"161438782","1723102656",1
2021-07-31,"161438782","33324953",1
2021-07-31,"705158078","1048981442",2
2021-07-31,"705158078","180392548",1
2021-07-31,"705158078","199939113",1
2021-07-31,"705158078","208668981",1
2021-07-31,"705158078","231239794",1
2021-07-31,"705158078","867022208555732994",3
2021-07-31,"705158078","961274156",1
